,GeneID,CTD
1282,23526,ARHGAP45
1283,394,ARHGAP5
1284,395,ARHGAP6
1285,23779,ARHGAP8
1286,64333,ARHGAP9
1287,396,ARHGDIA
1288,397,ARHGDIB
1289,398,ARHGDIG
1290,9138,ARHGEF1
1291,9639,ARHGEF10
1292,55160,ARHGEF10L
1293,9826,ARHGEF11
1294,23365,ARHGEF12
1295,22899,ARHGEF15
1296,27237,ARHGEF16
1297,9828,ARHGEF17
1298,23370,ARHGEF18
1299,128272,ARHGEF19
1300,9181,ARHGEF2
1301,115557,ARHGEF25
1302,26084,ARHGEF26
1303,64283,ARHGEF28
1304,50650,ARHGEF3
1305,100271715,ARHGEF33
1306,389337,ARHGEF37
1307,54848,ARHGEF38
1308,84904,ARHGEF39
1309,50649,ARHGEF4
1310,55701,ARHGEF40
1311,7984,ARHGEF5
1312,9459,ARHGEF6
1313,8874,ARHGEF7
1314,23229,ARHGEF9
1315,8289,ARID1A
1316,57492,ARID1B
1317,196528,ARID2
1318,1820,ARID3A
1319,10620,ARID3B
1320,138715,ARID3C
1321,5926,ARID4A
1322,51742,ARID4B
1323,10865,ARID5A
1324,84159,ARID5B
1325,25820,ARIH1
1326,10425,ARIH2
1327,646450,ARIH2OS
1328,400,ARL1
1329,285598,ARL10
1330,115761,ARL11
1331,392509,ARL13A
1332,200894,ARL13B
1333,80117,ARL14
1334,120534,ARL14EP
1335,644100,ARL14EPL
1336,54622,ARL15
1337,339231,ARL16
1338,402,ARL2
1339,23568,ARL2BP
1340,100360688,ARL2-PS1
1341,403,ARL3
1342,10124,ARL4A
1343,10123,ARL4C
1344,379,ARL4D
1345,26225,ARL5A
1346,221079,ARL5B
1347,390790,ARL5C
1348,84100,ARL6
1349,23204,ARL6IP1
1350,51329,ARL6IP4
1351,10550,ARL6IP5
1352,151188,ARL6IP6
1353,127829,ARL8A
1354,55207,ARL8B
1355,132946,ARL9
1356,55156,ARMC1
1357,83787,ARMC10
1358,221481,ARMC12
1359,84071,ARMC2
1360,219681,ARMC3
1361,55130,ARMC4
1362,79798,ARMC5
1363,93436,ARMC6
1364,79637,ARMC7
1365,25852,ARMC8
1366,80210,ARMC9
1367,51309,ARMCX1
1368,9823,ARMCX2
1369,51566,ARMCX3
1370,100131755,ARMCX4
1371,64860,ARMCX5
1372,54470,ARMCX6
1373,339541,ARMH1
1374,101928603,ARMH2
1375,79591,ARMH3
1376,145407,ARMH4
1377,79624,ARMT1
1378,405,ARNT
1379,9915,ARNT2
1380,406,ARNTL
1381,56938,ARNTL2
1382,10552,ARPC1A
1383,10095,ARPC1B
1384,10109,ARPC2
1385,10094,ARPC3
1386,10093,ARPC4
1387,10092,ARPC5
1388,81873,ARPC5L
1389,501132,ARPC5L-PS1
1390,348110,ARPIN
1391,10776,ARPP19
1392,10777,ARPP21
1394,407,ARR3
1395,408,ARRB1
1396,409,ARRB2
1397,365541,ARRB2-PS
1398,492874,ARRD1
1399,103456484,ARRD2
1400,492876,ARRD3
1401,92714,ARRDC1
1402,27106,ARRDC2
1403,57561,ARRDC3
1404,91947,ARRDC4
1405,645432,ARRDC5
1406,410,ARSA
1407,411,ARSB
1408,310326,ARSE
1409,22901,ARSG
1410,340075,ARSI
1411,79642,ARSJ
1412,153642,ARSK
1413,417,ART1
1415,11872,ART2B
1416,419,ART3
1417,420,ART4
1418,116969,ART5
1419,9048,ARTN
1420,444901,ARUNC1
1421,444899,ARUNC2
1422,444898,ARUNC3
1423,100303240,ARUNC4
1424,100302897,ARUNC5
1425,64801,ARV1
1426,421,ARVCF
1427,170302,ARX
1428,76976,ARXES2
1429,57412,AS3MT
1430,427,ASAH1
1431,56624,ASAH2
1432,50807,ASAP1
1433,8853,ASAP2
1434,55616,ASAP3
1435,51665,ASB1
1436,136371,ASB10
1437,140456,ASB11
1438,142689,ASB12
1439,79754,ASB13
1440,142686,ASB14
1441,142685,ASB15
1442,92591,ASB16
1443,127247,ASB17
1444,401036,ASB18
1445,51676,ASB2
1446,51130,ASB3
1447,51666,ASB4
1448,140458,ASB5
1449,140459,ASB6
1450,140460,ASB7
1451,140461,ASB8
1452,140462,ASB9
1453,51008,ASCC1
1454,84164,ASCC2
1455,10973,ASCC3
1456,429,ASCL1
1457,430,ASCL2
1458,56676,ASCL3
1459,121549,ASCL4
1460,647219,ASCL5
1461,25842,ASF1A
1462,55723,ASF1B
1463,432,ASGR1
1464,433,ASGR2
1465,55870,ASH1L
1466,9070,ASH2L
1467,41,ASIC1
1468,40,ASIC2
1469,9311,ASIC3
1470,55515,ASIC4
1471,51802,ASIC5
1472,434,ASIP
1474,435,ASL
1475,438,ASMT
1476,8623,ASMTL
1477,440,ASNS
1478,54529,ASNSD1
1479,443,ASPA
1480,554235,ASPDH
1481,374569,ASPG
1482,444,ASPH
1483,253982,ASPHD1
1484,57168,ASPHD2
1485,259266,ASPM
1486,54829,ASPN
1487,103690027,ASPNL1
1488,151516,ASPRV1
1489,79058,ASPSCR1
1490,80150,ASRGL1
1491,445,ASS1
1492,28990,ASTE1
1493,431705,ASTL
1494,460,ASTN1
1495,23245,ASTN2
1496,171023,ASXL1
1497,55252,ASXL2
1498,80816,ASXL3
1499,136991,ASZ1
1500,84896,ATAD1
1501,29028,ATAD2
1502,54454,ATAD2B
1504,55210,ATAD3A
1505,79915,ATAD5
1506,79969,ATAT1
1507,85300,ATCAY
1508,11101,ATE1
1509,466,ATF1
1510,1386,ATF2
1511,467,ATF3
1512,468,ATF4
1513,22809,ATF5
1514,22926,ATF6
1515,1388,ATF6B
1516,11016,ATF7
1517,55729,ATF7IP
1518,80063,ATF7IP2
1519,83734,ATG10
1520,60673,ATG101
1521,9140,ATG12
1522,9776,ATG13
1523,22863,ATG14
1524,55054,ATG16L1
1525,89849,ATG16L2
1526,23130,ATG2A
1527,55102,ATG2B
1528,64422,ATG3
1529,115201,ATG4A
1530,23192,ATG4B
1531,84938,ATG4C
1532,84971,ATG4D
1533,9474,ATG5
1534,10533,ATG7
1535,79065,ATG9A
1536,285973,ATG9B
1537,471,ATIC
1538,51062,ATL1
1539,64225,ATL2
1540,25923,ATL3
1541,472,ATM
1542,23300,ATMIN
1543,1822,ATN1
1544,474,ATOH1
1545,220202,ATOH7
1546,84913,ATOH8
1547,475,ATOX1
1548,57194,ATP10A
1549,23120,ATP10B
1550,57205,ATP10D
1551,23250,ATP11A
1552,23200,ATP11B
1553,286410,ATP11C
1554,479,ATP12A
1555,57130,ATP13A1
1556,23400,ATP13A2
1557,79572,ATP13A3
1558,84239,ATP13A4
1559,344905,ATP13A5
1560,476,ATP1A1
1561,477,ATP1A2
1562,478,ATP1A3
1563,480,ATP1A4
1564,481,ATP1B1
1565,482,ATP1B2
1566,483,ATP1B3
1567,23439,ATP1B4
1568,91419,ATP23
1569,487,ATP2A1
1570,488,ATP2A2
1571,489,ATP2A3
1572,490,ATP2B1
1573,491,ATP2B2
1574,492,ATP2B3
1575,493,ATP2B4
1576,27032,ATP2C1
1577,9914,ATP2C2
1578,495,ATP4A
1579,496,ATP4B
1584,498,ATP5F1A
1585,506,ATP5F1B
1586,509,ATP5F1C
1587,513,ATP5F1D
1588,514,ATP5F1E
1592,306478,ATP5HL1
1593,56080,ATP5H-PS1
1595,93974,ATP5IF1
1600,516,ATP5MC1
1601,517,ATP5MC2
1602,518,ATP5MC3
1603,84833,ATP5MD
1604,521,ATP5ME
1605,9551,ATP5MF
1606,10632,ATP5MG
1607,9556,ATP5MPL
1608,515,ATP5PB
1609,10476,ATP5PD
1610,522,ATP5PF
1611,539,ATP5PO
1613,537,ATP6AP1
1614,92270,ATP6AP1L
1615,10159,ATP6AP2
1616,535,ATP6V0A1
1617,23545,ATP6V0A2
1618,50617,ATP6V0A4
1619,533,ATP6V0B
1620,527,ATP6V0C
1622,9114,ATP6V0D1
1623,245972,ATP6V0D2
1624,8992,ATP6V0E1
1625,155066,ATP6V0E2
1626,523,ATP6V1A
1627,525,ATP6V1B1
1628,526,ATP6V1B2
1629,528,ATP6V1C1
1630,245973,ATP6V1C2
1631,51382,ATP6V1D
1632,529,ATP6V1E1
1633,90423,ATP6V1E2
1634,9296,ATP6V1F
1635,100130705,ATP6V1FNB
1636,9550,ATP6V1G1
1637,534,ATP6V1G2
1638,127124,ATP6V1G3
1639,51606,ATP6V1H
1640,538,ATP7A
1641,540,ATP7B
1643,10396,ATP8A1
1644,51761,ATP8A2
1645,5205,ATP8B1
1646,57198,ATP8B2
1647,148229,ATP8B3
1648,79895,ATP8B4
1649,158381,ATP8B5P
1650,10079,ATP9A
1651,374868,ATP9B
1652,64756,ATPAF1
1653,91647,ATPAF2
1655,134145,ATPSCKMT
1656,545,ATR
1657,51374,ATRAID
1658,84126,ATRIP
1659,8455,ATRN
1660,26033,ATRNL1
1661,546,ATRX
1662,6310,ATXN1
1663,25814,ATXN10
1664,342371,ATXN1L
1665,6311,ATXN2
1666,11273,ATXN2L
1667,4287,ATXN3
1668,6314,ATXN7
1669,222255,ATXN7L1
1670,127002,ATXN7L2
1671,56970,ATXN7L3
1672,552889,ATXN7L3B
1673,549,AUH
1674,79000,AUNIP
1675,550,AUP1
1676,6790,AURKA
1677,54998,AURKAIP1
1678,9212,AURKB
1679,6795,AURKC
1680,26053,AUTS2
1681,498173,AUTS2L
1682,304419,AUTS2L1
1683,57099,AVEN
1684,654840,AVGR1
1685,10677,AVIL
1686,23080,AVL9
1687,551,AVP
1688,60370,AVPI1
1689,552,AVPR1A
1690,553,AVPR1B
1691,554,AVPR2
1692,158833,AWAT1
1693,158835,AWAT2
1694,126859,AXDND1
1695,8312,AXIN1
1696,8313,AXIN2
1697,558,AXL
1699,563,AZGP1
1700,64343,AZI2
1701,51582,AZIN1
1702,113451,AZIN2
1703,567,B2M
1704,8706,B3GALNT1
1705,148789,B3GALNT2
1706,8708,B3GALT1
1707,8707,B3GALT2
1708,8705,B3GALT4
1709,10317,B3GALT5
1710,126792,B3GALT6
1711,27087,B3GAT1
1712,135152,B3GAT2
1713,26229,B3GAT3
1714,145173,B3GLCT
1715,10678,B3GNT2
1716,10331,B3GNT3
1717,79369,B3GNT4
1718,84002,B3GNT5
1719,192134,B3GNT6
1720,93010,B3GNT7
1721,374907,B3GNT8
1722,84752,B3GNT9
1723,146712,B3GNTL1
1724,2583,B4GALNT1
1725,124872,B4GALNT2
1726,283358,B4GALNT3
1727,338707,B4GALNT4
1728,2683,B4GALT1
1729,8704,B4GALT2
1730,8703,B4GALT3
1731,8702,B4GALT4
1732,9334,B4GALT5
1733,9331,B4GALT6
1734,11285,B4GALT7
1735,11041,B4GAT1
1736,27077,B9D1
1737,80776,B9D2
1738,79870,BAALC
1739,570,BAAT
1740,29086,BABAM1
1741,9577,BABAM2
1743,23621,BACE1
1744,25825,BACE2
1746,571,BACH1
1747,60468,BACH2
1748,572,BAD
1749,573,BAG1
1750,9532,BAG2
1751,9531,BAG3
1752,9530,BAG4
1753,9529,BAG5
1754,103690404,BAG5L1
1755,7917,BAG6
1756,57597,BAHCC1
1757,22893,BAHD1
1758,10458,BAIAP2
1759,55971,BAIAP2L1
1760,80115,BAIAP2L2
1761,8938,BAIAP3
1762,578,BAK1
1764,25805,BAMBI
1765,8815,BANF1
1766,140836,BANF2
1767,55024,BANK1
1768,54971,BANP
1769,8314,BAP1
1770,580,BARD1
1771,56751,BARHL1
1772,343472,BARHL2
1773,56033,BARX1
1774,8538,BARX2
1775,10409,BASP1
1777,10538,BATF
1778,116071,BATF2
1779,55509,BATF3
1780,581,BAX
1781,11177,BAZ1A
1782,9031,BAZ1B
1783,11176,BAZ2A
1784,29994,BAZ2B
1785,27113,BBC3
1786,92482,BBIP1
1787,80127,BBOF1
1788,8424,BBOX1
1789,582,BBS1
1790,79738,BBS10
1791,166379,BBS12
1792,583,BBS2
1793,585,BBS4
1794,129880,BBS5
1795,55212,BBS7
1796,27241,BBS9
1797,56987,BBX
1798,4059,BCAM
1799,63827,BCAN
1800,55973,BCAP29
1801,10134,BCAP31
1802,9564,BCAR1
1803,8412,BCAR3
1804,8537,BCAS1
1805,10286,BCAS2
1806,54828,BCAS3
1807,586,BCAT1
1808,587,BCAT2
1809,56647,BCCIP
1810,144233,BCDIN3D
1811,590,BCHE
1812,593,BCKDHA
1813,594,BCKDHB
1814,10295,BCKDK
1815,8915,BCL10
1816,53335,BCL11A
1817,64919,BCL11B
1818,596,BCL2
1819,597,BCL2A1
1821,598,BCL2L1
1822,10017,BCL2L10
1823,10018,BCL2L11
1824,83596,BCL2L12
1825,23786,BCL2L13
1826,79370,BCL2L14
1827,440603,BCL2L15
1828,293190,BCL2L1-PS1
1829,599,BCL2L2
1830,602,BCL3
1831,604,BCL6
1832,255877,BCL6B
1833,605,BCL7A
1834,9275,BCL7B
1835,9274,BCL7C
1836,607,BCL9
1837,283149,BCL9L
1838,9774,BCLAF1
1839,256643,BCLAF3
1840,53630,BCO1
1841,83875,BCO2
1842,54880,BCOR
1843,63035,BCORL1
1844,613,BCR
1845,617,BCS1L
1846,622,BDH1
1847,56898,BDH2
1848,623,BDKRB1
1849,624,BDKRB2
1850,627,BDNF
1851,55814,BDP1
1852,146227,BEAN1
1853,8678,BECN1
1854,441925,BECN2
1855,57596,BEGAIN
1856,139105,BEND2
1857,57673,BEND3
1858,389206,BEND4
1859,79656,BEND5
1860,221336,BEND6
1861,222389,BEND7
1862,7439,BEST1
1863,54831,BEST2
1864,144453,BEST3
1865,266675,BEST4
1866,10282,BET1
1867,51272,BET1L
1868,55859,BEX1
1869,84707,BEX2
1870,27018,BEX3
1871,56271,BEX4
1872,652923,BEX4-PS1
1874,51283,BFAR
1875,631,BFSP1
1876,8419,BFSP2
1877,632,BGLAP
1878,633,BGN
1879,168620,BHLHA15
1880,727857,BHLHA9
1881,80823,BHLHB9
1882,27319,BHLHE22
1883,128408,BHLHE23
1884,8553,BHLHE40
1885,79365,BHLHE41
1886,388553,BHMG1
1887,635,BHMT
1888,23743,BHMT2
1889,80114,BICC1
1890,636,BICD1
1891,23299,BICD2
1892,92558,BICDL1
1893,146439,BICDL2
1894,29998,BICRA
1895,23506,BICRAL
1896,637,BID
1897,638,BIK
1898,274,BIN1
1899,51411,BIN2
1900,494244,BIN2A
1901,55909,BIN3
1902,329,BIRC2
1903,330,BIRC3
1904,332,BIRC5
1905,57448,BIRC6
1906,79444,BIRC7
1907,54841,BIVM
1909,10904,BLCAP
1910,266609,BLES03
1911,640,BLK
1912,641,BLM
1913,642,BLMH
1914,29760,BLNK
1915,2647,BLOC1S1
1916,282991,BLOC1S2
1917,388552,BLOC1S3
1918,55330,BLOC1S4
1919,63915,BLOC1S5
1920,26258,BLOC1S6
1921,644,BLVRA
1922,645,BLVRB
1923,8548,BLZF1
1924,112100,BMD1
1925,492828,BMD10
1926,492829,BMD11
1927,492830,BMD12
1928,492831,BMD13
1929,492832,BMD14
1930,492833,BMD15
1931,100034785,BMD16
1932,100303094,BMD17
1933,100303185,BMD18
1934,492867,BMD19
1935,109402,BMD2
1936,100035806,BMD20
1937,100034965,BMD21
1938,100036257,BMD22
1939,100302934,BMD23
1940,100035445,BMD24
1941,100036011,BMD25
1942,100036391,BMD26
1943,100035478,BMD27
1944,100036026,BMD28
1945,100035480,BMD29
1946,109406,BMD3
1947,100035494,BMD30
1948,100035495,BMD31
1949,100035479,BMD32
1950,100036027,BMD33
1951,100036409,BMD34
1952,100036180,BMD35
1953,100036404,BMD36
1954,100036408,BMD37
1955,100036046,BMD38
1956,100124543,BMD39
1957,109407,BMD4
1958,100303368,BMD40
1959,100303296,BMD41
1960,100303123,BMD42
1961,100303289,BMD43
1962,100303290,BMD44
1963,100303291,BMD45
1964,100303295,BMD46
1965,100302963,BMD47
1966,100303369,BMD48
1967,100303075,BMD49
1968,492834,BMD5
1969,100302967,BMD50
1970,100302965,BMD51
1971,100302971,BMD52
1972,100303077,BMD53
1973,100302966,BMD54
1974,100303294,BMD55
1975,100302968,BMD56
1976,100302964,BMD57
1977,100303142,BMD58
1978,100302969,BMD59
1979,492835,BMD6
1980,100303400,BMD60
1981,100302961,BMD61
1982,100303292,BMD62
1983,100302962,BMD63
1984,100303399,BMD64
1985,100303293,BMD65
1986,100302960,BMD66
1987,100303076,BMD67
1988,100302970,BMD68
1989,100306894,BMD69
1990,492836,BMD7
1991,100306898,BMD70
1992,100306882,BMD71
1993,100306917,BMD72
1994,100306905,BMD73
1995,100306913,BMD74
1996,100306886,BMD75
1997,100306921,BMD76
1998,100306895,BMD77
1999,100306897,BMD78
2000,100306900,BMD79
2001,492837,BMD8
2002,100306915,BMD80
2003,100528057,BMD81
2004,100861419,BMD82
2005,100861420,BMD83
2006,100861421,BMD84
2007,100861422,BMD85
2008,100861427,BMD86
2009,100861428,BMD87
2010,101241887,BMD88
2011,101241888,BMD89
2012,492838,BMD9
2013,101241889,BMD90
2014,101241890,BMD91
2015,108444582,BMD92
2016,89927,BMERB1
2017,90427,BMF
2018,648,BMI1
2019,649,BMP1
2020,27302,BMP10
2021,9210,BMP15
2022,650,BMP2
2023,55589,BMP2K
2024,651,BMP3
2025,652,BMP4
2026,653,BMP5
2027,654,BMP6
2028,655,BMP7
2029,353500,BMP8A
2030,656,BMP8B
2031,168667,BMPER
2032,657,BMPR1A
2033,658,BMPR1B
2034,659,BMPR2
2035,9790,BMS1
2036,154743,BMT2
2037,660,BMX
2038,107771,BMYC
2039,646,BNC1
2040,54796,BNC2
2041,662,BNIP1
2042,663,BNIP2
2043,664,BNIP3
2044,665,BNIP3L
2045,680621,BNIP3L-PS1
2046,501140,BNIP3-PS1
2048,149428,BNIPL
2049,91653,BOC
2050,91272,BOD1
2052,259282,BOD1L1
2053,666,BOK
2054,51027,BOLA1
2055,552900,BOLA2
2056,503208,BOLA2-PS1
2057,100363408,BOLA2-PS2
2058,388962,BOLA3
2059,66037,BOLL
2060,23246,BOP1
2061,79866,BORA
2062,118426,BORCS5
2063,54785,BORCS6
2064,119032,BORCS7
2065,729991,BORCS8
2066,326397,BP1
2067,326460,BP10
2068,369067,BP100
2069,369070,BP101
2070,369072,BP102
2071,369074,BP103
2072,369075,BP104
2073,369076,BP105
2074,369150,BP106
2075,369152,BP107
2076,369154,BP108
2077,326463,BP11
2078,369179,BP115
2079,369180,BP116
2080,369181,BP117
2081,369182,BP118
2082,369183,BP119
2083,326465,BP12
2084,369141,BP120
2085,369143,BP121
2086,369145,BP122
2087,369147,BP123
2088,369149,BP124
2089,369151,BP125
2090,369153,BP126
2091,326467,BP13
2092,369055,BP132
2093,369123,BP133
2094,369124,BP134
2095,369125,BP135
2096,369126,BP136
2097,369127,BP137
2098,387421,BP138
2099,387422,BP139
2100,326469,BP14
2101,387384,BP140
2102,387385,BP141
2103,387387,BP142
2104,387389,BP143
2105,387435,BP144
2106,387436,BP145
2107,387437,BP146
2108,387440,BP147
2109,387442,BP148
2110,387445,BP149
2111,326470,BP15
2112,387470,BP150
2113,408129,BP151
2114,408137,BP152
2115,408126,BP153
2116,408125,BP154
2117,408123,BP155
2118,408119,BP156
2119,408111,BP157
2120,444895,BP158
2121,444893,BP159
2122,326471,BP16
2123,408177,BP160
2124,408175,BP161
2125,408114,BP163
2126,408108,BP164
2127,408118,BP165
2128,408110,BP166
2129,444894,BP167
2130,408103,BP168
2131,444900,BP169
2132,444967,BP170
2133,444952,BP171
2134,444971,BP172
2135,444957,BP173
2136,444954,BP174
2137,444925,BP175
2138,444912,BP176
2139,444968,BP177
2140,444940,BP178
2141,444955,BP179
2142,326473,BP18
2143,444918,BP180
2144,444950,BP181
2145,444931,BP182
2146,444911,BP183
2147,444970,BP184
2148,444933,BP185
2149,444936,BP186
2150,444946,BP187
2151,444961,BP188
2152,444953,BP189
2153,326475,BP19
2154,444917,BP190
2155,444941,BP191
2156,444947,BP192
2157,444930,BP193
2158,444922,BP194
2159,444951,BP195
2160,369036,BP196
2161,246068,BP197
2162,544371,BP199
2163,326398,BP2
2164,326358,BP20
2165,544455,BP200
2166,544452,BP201
2167,544456,BP202
2168,544365,BP203
2169,544354,BP204
2170,544384,BP205
2171,544380,BP206
2172,544378,BP207
2173,544346,BP208
2174,544358,BP209
2175,326359,BP21
2176,544341,BP210
2177,544461,BP211
2178,544345,BP212
2179,544459,BP213
2180,544348,BP214
2181,544368,BP215
2182,544351,BP216
2183,544364,BP217
2184,544381,BP218
2185,544375,BP219
2186,326360,BP22
2187,544370,BP220
2188,544403,BP221
2189,544404,BP222
2190,544344,BP223
2191,544460,BP224
2192,544396,BP225
2193,544394,BP226
2194,544356,BP227
2195,544362,BP228
2196,544468,BP229
2197,326361,BP23
2198,544374,BP230
2199,544373,BP231
2200,544361,BP232
2201,544353,BP233
2202,544390,BP234
2203,544395,BP235
2204,544386,BP236
2205,544347,BP237
2206,544400,BP238
2207,544541,BP239
2208,326362,BP24
2209,544510,BP240
2210,544548,BP241
2211,544512,BP242
2212,544496,BP243
2213,544559,BP244
2214,544528,BP245
2215,544499,BP246
2216,544474,BP247
2217,100302784,BP248
2218,544613,BP249
2219,326363,BP25
2220,544609,BP250
2221,100302758,BP251
2222,100303154,BP252
2223,100303019,BP253
2224,100302763,BP254
2225,100303406,BP255
2226,100303165,BP256
2227,100303332,BP257
2228,100302779,BP258
2229,100302761,BP259
2230,246057,BP26
2231,100302759,BP260
2232,100303017,BP261
2233,100302764,BP262
2234,100303329,BP263
2235,100303151,BP264
2236,100303374,BP265
2237,100303157,BP266
2238,100303169,BP267
2239,100302793,BP268
2240,100302789,BP269
2241,246058,BP27
2242,100302832,BP270
2243,100302775,BP271
2244,100303133,BP272
2245,100303160,BP273
2246,100303331,BP274
2247,100302777,BP275
2248,100302778,BP276
2249,100302776,BP277
2250,100302804,BP278
2251,100303202,BP279
2252,246059,BP28
2253,100303201,BP280
2254,100302833,BP281
2255,100303037,BP282
2256,326571,BP283
2257,100303344,BP284
2258,100303388,BP285
2259,100302892,BP286
2260,100303109,BP287
2261,100303107,BP288
2262,100303235,BP289
2263,246062,BP29
2264,100302880,BP290
2265,100302872,BP291
2266,100303049,BP292
2267,100302882,BP293
2268,100303232,BP294
2269,100303050,BP295
2270,100303234,BP296
2271,100302884,BP297
2272,100303246,BP298
2273,100303253,BP299
2274,326399,BP3
2275,246063,BP30
2276,100303357,BP300
2277,100303392,BP303
2278,100302917,BP304
2279,100303062,BP305
2280,100303358,BP306
2281,100302923,BP307
2282,100303259,BP308
2283,100303258,BP309
2284,326365,BP31
2285,100303116,BP310
2286,100303064,BP311
2287,100302925,BP312
2288,100302930,BP313
2289,100303066,BP314
2290,100302979,BP315
2291,100302974,BP316
2292,100303125,BP317
2293,100303143,BP318
2294,100303302,BP319
2295,326366,BP32
2296,100303300,BP320
2297,100303370,BP321
2298,100302980,BP322
2299,100303401,BP323
2300,100303371,BP324
2301,100302983,BP325
2302,100303128,BP326
2303,100302995,BP327
2304,100303313,BP328
2305,100302994,BP329
2306,326367,BP33
2307,100302997,BP330
2308,100303315,BP331
2309,100302998,BP332
2310,100302999,BP333
2311,100303129,BP334
2312,100303405,BP335
2313,100303010,BP336
2314,100303009,BP337
2315,100303323,BP338
2316,100303324,BP339
2317,326368,BP34
2318,100303447,BP340
2319,100303448,BP341
2320,100310884,BP342
2321,100310883,BP343
2322,100379294,BP344
2323,100462971,BP345
2324,100462968,BP346
2325,100462969,BP347
2326,100462970,BP348
2327,101056712,BP349
2328,326369,BP35
2329,101056713,BP350
2330,101056714,BP351
2331,101056715,BP352
2332,101056716,BP353
2333,101056717,BP354
2334,101056718,BP355
2335,101056721,BP356
2336,101101695,BP357
2337,101180906,BP358
2338,102238434,BP359
2339,326371,BP36
2340,102546295,BP360
2341,102546296,BP361
2342,102546297,BP362
2343,102723088,BP363
2344,102723089,BP364
2345,102723090,BP365
2346,102723091,BP366
2347,102723092,BP367
2348,102723093,BP368
2349,102723094,BP369
2350,326372,BP37
2351,102723095,BP370
2352,102723096,BP371
2353,103456459,BP372
2354,103456486,BP373
2355,103456485,BP374
2356,105247748,BP375
2357,105247749,BP376
2358,106345148,BP377
2359,106345149,BP378
2360,106736610,BP379
2361,326373,BP38
2362,106736611,BP380
2363,106736612,BP381
2364,107161231,BP382
2365,107161232,BP383
2366,107161233,BP384
2367,107161234,BP385
2368,107161235,BP386
2369,107161267,BP387
2370,107161256,BP388
2371,107161257,BP389
2372,326374,BP39
2373,107161268,BP390
2374,107161258,BP391
2375,108444579,BP392
2376,108444580,BP393
2377,108444581,BP394
2378,110121509,BP395
2379,110121510,BP396
2380,110121511,BP397
2381,110121512,BP398
2382,110121513,BP399
2383,326400,BP4
2384,326386,BP40
2385,110121514,BP400
2386,110121515,BP401
2387,110175874,BP402
2388,326388,BP41
2389,246064,BP42
2390,246065,BP43
2391,246067,BP44
2392,326391,BP45
2393,326392,BP46
2394,326393,BP47
2395,326394,BP48
2396,326396,BP49
2397,326401,BP5
2398,326407,BP50
2399,326546,BP55
2400,326547,BP56
2401,326549,BP57
2402,246066,BP58
2403,326480,BP59
2404,326402,BP6
2405,326484,BP60
2406,326485,BP61
2407,326487,BP62
2408,326488,BP63
2409,326491,BP64
2410,326492,BP65
2411,326403,BP7
2412,326555,BP71
2413,326556,BP72
2414,369089,BP73
2415,369091,BP74
2416,369093,BP75
2417,369095,BP76
2418,326567,BP77
2419,326568,BP78
2420,326570,BP79
2421,326404,BP8
2422,326569,BP80
2423,369110,BP81
2424,369111,BP82
2425,369112,BP83
2426,369113,BP84
2427,369114,BP85
2428,369115,BP86
2429,369116,BP87
2430,369117,BP88
2431,369118,BP89
2432,326406,BP9
2433,369135,BP90
2434,369136,BP91
2435,369137,BP92
2436,369138,BP93
2437,369139,BP94
2438,369063,BP95
2439,369064,BP96
2440,369065,BP97
2441,369066,BP98
2442,369069,BP99
2443,669,BPGM
2444,670,BPHL
2445,671,BPI
2446,51297,BPIFA1
2447,140683,BPIFA2
2448,54303,BPIFA2F
2449,128861,BPIFA3
2450,67135,BPIFA5
2451,545477,BPIFA6
2452,92747,BPIFB1
2453,80341,BPIFB2
2454,359710,BPIFB3
2455,149954,BPIFB4
2456,228802,BPIFB5
2457,128859,BPIFB6
2459,254240,BPIFC
2460,10380,BPNT1
2461,100359631,BPNT1-PS1
2462,54928,BPNT2
2463,326514,BPQTLCLUSTER1
2464,326506,BPQTLCLUSTER10
2465,326507,BPQTLCLUSTER11
2466,326508,BPQTLCLUSTER12
2467,326509,BPQTLCLUSTER13
2468,326510,BPQTLCLUSTER14
2469,326511,BPQTLCLUSTER15
2470,326500,BPQTLCLUSTER2
2471,326501,BPQTLCLUSTER3
2472,326517,BPQTLCLUSTER4
2473,326518,BPQTLCLUSTER5
2474,326520,BPQTLCLUSTER6
2475,326522,BPQTLCLUSTER7
2476,326523,BPQTLCLUSTER8
2477,326524,BPQTLCLUSTER9
2478,2186,BPTF
2479,673,BRAF
2480,8315,BRAP
2481,221927,BRAT1
2482,672,BRCA1
2483,675,BRCA2
2484,79184,BRCC3
2485,681271,BRCC3-PS1
2486,23774,BRD1
2487,6046,BRD2
2488,8019,BRD3
2489,23476,BRD4
2490,29117,BRD7
2491,10902,BRD8
2492,65980,BRD9
2493,676,BRDT
2495,2972,BRF1
2496,55290,BRF2
2497,25798,BRI3
2498,140707,BRI3BP
2499,283870,BRICD5
2500,1620,BRINP1
2501,57795,BRINP2
2502,339479,BRINP3
2503,83990,BRIP1
2504,55299,BRIX1
2505,55845,BRK1
2506,25855,BRMS1
2507,84312,BRMS1L
2508,148362,BROX
2510,7862,BRPF1
2511,27154,BRPF3
2512,680,BRS3
2513,84446,BRSK1
2514,9024,BRSK2
2515,54014,BRWD1
2516,254065,BRWD3
2517,26580,BSCL2
2518,55108,BSDC1
2519,682,BSG
2520,8927,BSN
2521,7809,BSND
2522,100131137,BSPH1
